class;width;height;xmin;ymin;xmax;ymax
Tu22M;1874;1333;734;676;781;754
Tu22M;600;346;120;159;498;245
Tu22M;1024;683;38;196;1012;561
Tu22M;4096;2446;1453;734;1828;942
Tu22M;425;1795;106;1175;246;1328
Tu22M;1874;1333;1020;489;1080;555
Tu22M;425;1795;56;1424;207;1573
Tu22M;1200;800;27;248;1174;519
Tu22M;425;1795;43;1596;230;1696
Tu22M;3793;1696;227;755;280;809
Tu22M;3792;1948;1858;708;1920;765
Tu22M;1020;655;201;189;944;399
Tu22M;3792;1948;1807;755;1866;813
Tu22M;1799;1284;516;0;1076;1244
Tu22M;1280;720;355;79;1095;406
Tu22M;3792;1948;899;503;963;557
Tu22M;3792;1948;1750;500;1801;562
Tu22M;2048;1365;246;470;1711;926
Tu22M;1224;720;487;332;578;436
Tu22M;4096;2446;2706;59;3081;272
Tu22M;3792;1948;945;446;1006;506
Tu22M;1034;728;294;286;693;416
Tu22M;945;525;151;72;524;191
Tu22M;3793;1948;23;217;85;321
Tu22M;3792;1948;1737;711;1792;776
Tu22M;720;486;367;166;712;431
Tu22M;960;620;215;4;777;359
Tu22M;1290;850;108;385;1206;733
Tu22M;1024;683;487;360;772;442
Tu22M;1024;683;371;270;664;354
Tu22M;1280;853;0;71;1280;853
Tu22M;1024;768;0;0;1024;607
Tu22M;1024;683;16;513;291;589
Tu22M;1280;720;557;307;618;349
Tu22M;1170;2532;277;935;592;1114
Tu22M;1200;800;0;37;1200;691
Tu22M;1280;720;399;632;461;677
Tu22M;800;600;67;12;730;575
Tu22M;1280;720;461;507;523;548
Tu22M;3793;1705;1758;857;1808;917
Tu22M;3793;1948;106;184;169;292
Tu22M;2208;1776;365;198;1221;713
Tu22M;1170;2532;496;742;802;949
Tu22M;1500;1000;76;74;1500;966
Tu22M;2790;1860;163;1017;1493;1281
Tu22M;1170;2532;725;565;1041;746
Tu22M;3792;1948;1781;718;1840;780
Tu22M;2048;1152;31;555;2019;966
Tu22M;3795;1945;396;857;456;910
Tu22M;425;1795;213;790;318;972
Tu22M;3792;1948;1703;685;1764;746
Tu22M;2593;903;329;600;663;791
Tu22M;2593;903;345;75;683;265
Tu22M;1024;744;293;96;582;176
Tu22M;843;474;15;37;843;474
Tu22M;1350;900;52;312;1303;595
Tu22M;3792;1948;1605;602;1663;662
Tu22M;1366;860;167;473;625;829
Tu22M;1366;860;869;21;1314;333
Tu22M;1280;1280;299;745;475;801
Tu22M;1200;800;0;9;846;328
Tu22M;3792;1948;1673;659;1734;719
Tu22M;1920;1080;2;0;1769;1072
Tu22M;4000;2248;45;45;4000;2197
Tu22M;1164;655;0;179;884;418
Tu22M;1536;1024;36;175;1536;610
Tu22M;3793;1696;310;996;362;1049
Tu22M;4096;2472;2431;1823;2506;1923
Tu22M;4096;2472;2379;1409;2455;1501
Tu22M;3324;1867;2130;656;2219;803
Tu22M;3324;1867;2613;672;2696;818
Tu22M;1280;720;532;300;626;353
Tu22M;3200;2128;1452;132;2249;893
Tu22M;3200;2128;2363;1301;3079;1950
Tu22M;3200;2128;45;1116;830;1793
Tu22M;4096;2472;985;469;1087;540
Tu22M;1735;1026;355;403;1280;804
Tu22M;4096;2472;1261;715;1369;776
Tu22M;3792;1948;1526;536;1583;597
Tu22M;4096;2472;1566;39;1671;120
Tu22M;1280;720;646;87;702;181
Tu22M;3128;2582;1962;979;2008;1011
Tu22M;3128;2582;1907;1089;1956;1123
Tu22M;3128;2582;2280;1135;2319;1184
Tu22M;3792;1948;1706;471;1763;531
Tu22M;3792;1948;1596;456;1654;511
Tu22M;1920;1080;653;391;1504;1060
Tu22M;3128;2582;1979;631;2026;664
Tu22M;1280;720;433;500;519;571
Tu22M;4096;2472;1088;1030;1186;1110
Tu22M;4096;2472;1494;991;1594;1065
Tu22M;2622;1748;765;920;2522;1552
Tu22M;4096;2472;2046;1633;2127;1727
Tu22M;4096;2472;2105;2048;2182;2145
Tu22M;2622;1748;121;140;2015;836
Tu22M;4096;2472;2717;1179;2792;1273
Tu22M;4096;2472;1535;1705;1631;1781
Tu22M;3324;1867;2298;342;2430;575
Tu22M;3324;1867;680;621;767;765
Tu22M;3792;1948;2005;711;2067;770
Tu22M;3324;1867;835;620;922;762
Tu22M;4096;2472;1729;1322;1827;1398
Tu22M;4096;2472;3104;1345;3183;1442
Tu22M;3324;1867;511;627;597;773
Tu22M;3324;1867;1745;345;1879;577
Tu22M;3128;2582;2526;489;2556;539
Tu22M;3324;1867;996;624;1081;768
Tu22M;3324;1867;1350;645;1435;786
Tu22M;3128;2582;2898;599;2929;648
Tu22M;4096;2472;1320;1359;1408;1444
Tu22M;1024;678;14;201;1004;453
Tu22M;1080;1080;144;110;998;867
Tu22M;3792;1948;1037;334;1098;389
Tu22M;3792;1948;1808;553;1866;612
Tu22M;3790;1696;1213;1404;1357;1494
Tu22M;3790;1696;1959;285;2045;430
Tu22M;1280;720;437;495;529;568
Tu22M;1200;800;0;0;1200;612
Tu22M;3793;1696;810;461;867;515
Tu22M;1500;2000;305;745;1141;1353
Tu22M;1874;1333;1345;662;1408;733
Tu22M;1874;1333;1197;783;1259;856
Tu22M;1874;1333;650;983;695;1065
Tu22M;1280;853;0;0;1280;805
Tu22M;900;600;129;151;793;490
Tu22M;1500;1000;19;284;1483;627
Tu22M;3793;1696;566;408;619;462
Tu22M;3792;1948;1849;618;1906;676
Tu22M;425;1795;293;54;397;241
Tu22M;1874;1333;1187;374;1247;442
Tu22M;1280;853;67;296;928;533
Tu22M;1874;1333;471;967;517;1047
Tu22M;1200;800;79;283;1172;511
Tu22M;509;736;478;219;504;266
Tu22M;425;1795;237;426;378;593
Tu22M;509;736;428;137;455;186
Tu22M;3372;1896;64;149;3372;1896
Tu22M;3000;1800;12;1058;740;1289
Tu22M;3792;1948;1905;633;1960;691
Tu22M;4912;2760;2100;1664;3253;2295
Tu22M;4912;2760;1428;822;2668;1544
Tu22M;3000;1800;2242;924;2987;1169
Tu22M;1874;1333;1513;533;1577;604
Tu22M;1600;900;23;216;1578;623
Tu22M;1874;1333;1339;243;1401;310
Tu22M;1280;720;64;151;1163;495
Tu22M;1555;874;0;0;1555;676
Tu22M;3000;1800;1171;517;1929;777
Tu22M;1929;1080;768;256;1920;892
Tu22M;1280;720;525;292;617;346
Tu22M;1194;672;221;141;927;471
Tu22M;1500;1000;0;35;1500;822
Tu22M;509;736;58;108;466;630
Tu22M;2048;1536;0;390;2048;1080
Tu22M;1912;1284;32;282;1912;1284
Tu22M;960;639;84;180;928;393
Tu22M;509;736;351;0;375;31
Tu22M;1000;666;0;172;610;441
Tu22M;935;628;309;266;707;442
Tu22M;1280;853;171;95;945;544
Tu22M;3456;2234;1648;396;2882;1257
Tu22M;1500;1125;77;776;1479;1098
Tu22M;1599;899;509;0;1099;899
Tu22M;1500;1000;0;0;1500;963
Tu22M;2621;1665;53;528;2528;1209
Tu22M;1918;1021;194;0;1655;1021
Tu22M;1400;932;0;50;1400;870
Tu22M;1920;1080;852;793;979;866
Tu22M;1200;650;794;265;1196;377
Tu22M;3324;1867;2050;723;2130;855
Tu22M;1200;650;6;277;368;387
Tu22M;1200;650;361;225;981;414
Tu22M;1920;1080;328;0;966;1034
Tu22M;923;631;0;35;923;465
Tu22M;451;487;0;29;451;439
Tu22M;3324;1867;1862;1205;1909;1283
Tu22M;3324;1867;1037;777;1111;833
Tu22M;3787;1692;1477;487;1554;541
Tu22M;3324;1867;1403;1426;1553;1648
Tu22M;3324;1867;542;369;605;435
Tu22M;3324;1867;2270;1454;2321;1534
Tu22M;2889;1926;93;743;957;1010
Tu22M;2889;1926;1893;600;2780;873
Tu22M;2889;1926;1793;1109;2631;1347
Tu22M;1500;1125;0;31;1500;899
Tu22M;2272;943;741;283;1139;702
Tu22M;480;360;244;93;326;174
Tu22M;3795;1699;803;202;862;282
Tu22M;3795;1699;435;419;496;497
Tu22M;3795;1699;725;246;788;324
Tu22M;3795;1699;524;361;586;438
Tu22M;1284;2778;80;919;304;1120
Tu22M;1284;2778;425;1023;658;1213
Tu22M;1284;2778;565;1648;791;1848
Tu22M;3795;1699;608;313;669;394
Tu22M;3324;1867;1617;1219;1666;1297
Tu22M;1280;853;132;239;1261;586
Tu22M;842;470;292;0;638;348
Tu22M;1152;2048;477;855;629;906
Tu22M;962;615;377;210;875;344
Tu22M;1500;1000;0;0;1500;960
Tu22M;1200;800;0;33;1200;800
Tu22M;1200;800;0;0;1200;647
Tu22M;800;511;0;226;345;399
Tu22M;1200;1375;40;75;856;336
Tu22M;1920;1080;138;831;222;912
Tu22M;789;613;308;229;504;404
Tu22M;2830;1880;205;831;2685;1359
Tu22M;1284;2778;0;521;179;656
Tu22M;3324;1867;1090;368;1167;419
Tu22M;3324;1867;717;352;763;428
Tu22M;1200;800;0;0;1200;800
Tu22M;3324;1867;2678;459;2756;502
Tu22M;3324;1867;2691;743;2765;789
Tu22M;3324;1867;1354;1306;1422;1363
Tu22M;3324;1867;2683;1304;2757;1349
Tu22M;3324;1867;2445;616;2524;659
Tu22M;1280;561;95;232;648;369
Tu22M;1280;561;600;251;1280;409
Tu22M;3796;1692;1003;753;1093;824
Tu22M;3796;1692;727;1125;777;1212
Tu22M;3796;1692;767;1097;818;1184
Tu22M;3790;1944;24;401;78;473
Tu22M;1440;810;0;354;287;546
Tu22M;479;435;0;255;446;391
Tu22M;2077;1867;1415;510;1696;693
Tu22M;1200;800;60;294;1182;525
Tu22M;1011;640;0;0;1011;522
Tu22M;5184;3456;2496;1710;2652;1822
Tu22M;1299;1833;4;241;422;475
Tu22M;1299;1833;893;264;1261;582
Tu22M;2735;1823;50;441;2672;1238
Tu22M;3324;1867;1332;780;1405;838
Tu22M;1024;683;34;109;946;641
Tu22M;1600;1200;133;355;1399;824
Tu22M;3324;1867;2685;1032;2757;1078
Tu22M;1034;793;453;393;645;458
Tu22M;3324;1867;645;368;704;438
Tu22M;3324;1867;2386;1383;2517;1619
Tu22M;3324;1867;386;378;463;426
Tu22M;3324;1867;1201;1027;1268;1083
Tu22M;3324;1867;2102;1439;2265;1658
Tu22M;1920;1080;648;0;1920;1080
Tu22M;3324;1867;1714;1441;1764;1520
Tu22M;3324;1867;2429;1161;2507;1226
Tu22M;3324;1867;1983;1446;2051;1523
Tu22M;3324;1867;1181;531;1257;590
Tu22M;3324;1867;1793;239;1926;503
Tu22M;988;585;248;351;365;388
Tu22M;3000;2400;78;70;2958;2300
Tu22M;3324;1867;239;372;301;434
Tu22M;988;585;82;109;920;407
Tu22M;3504;2336;920;978;1538;1147
Tu22M;3504;2336;2084;940;2723;1114
Tu22M;3324;1867;90;388;164;432
Tu22M;1440;810;316;232;1168;574
Tu22M;1280;720;0;251;1280;494
Tu22M;3324;1867;2435;886;2513;934
Tu22M;3324;1867;805;217;942;487
Tu22M;1284;2778;2;805;225;1006
Tu22M;1284;2778;0;693;143;889
Tu22M;1284;2778;402;1390;629;1580
Tu22M;752;516;552;168;576;196
Tu22M;752;516;155;396;174;429
Tu22M;752;516;493;220;517;248
Tu22M;3790;1696;1925;390;1996;447
Tu22M;1974;1031;1563;415;1829;716
Tu22M;743;743;11;46;716;461
Tu22M;1974;1031;70;417;332;736
Tu22M;752;516;426;270;451;298
Tu22M;752;516;371;320;395;348
Tu22M;752;516;558;31;590;50
Tu22M;1280;822;285;408;1057;715
Tu22M;752;516;363;157;388;186
Tu22M;1000;666;571;271;985;425
Tu22M;1500;1000;116;565;497;660
Tu22M;1271;898;1232;256;1271;408
Tu22M;752;516;423;105;449;134
Tu22M;752;516;300;203;324;230
Tu22M;900;506;82;0;818;506
Tu22M;3795;1702;1888;521;1962;613
Tu22M;3795;1702;2122;415;2180;508
Tu22M;3795;1702;1565;693;1626;783
Tu22M;1024;668;0;279;70;331
Tu22M;1024;668;839;295;1012;343
Tu22M;1500;2000;489;983;1116;1174
Tu22M;752;516;85;389;103;421
Tu22M;3792;1948;1826;781;1882;842
Tu22M;3792;1948;1638;626;1693;691
Tu22M;1274;770;470;200;824;342
Tu22M;630;354;124;15;482;211
Tu22M;2250;1500;861;399;1338;609
Tu22M;960;1280;433;731;878;843
Tu22M;960;1280;52;703;280;751
Tu22M;2744;1829;57;386;2679;1197
Tu22M;1170;2532;63;1091;382;1349
Tu22M;1200;800;124;239;288;358
Tu22M;1271;898;1025;275;1150;439
Tu22M;768;470;0;94;728;246
Tu22M;949;526;361;0;752;392
Tu22M;1200;800;0;573;164;642
Tu22M;1974;1031;1175;430;1471;714
Tu22M;1974;1031;814;415;1083;713
Tu22M;1080;1080;244;161;856;745
Tu22M;1472;1000;713;492;1100;678
Tu22M;1974;1031;421;428;721;720
Tu22M;1200;800;186;273;1137;545
Tu22M;1024;668;751;325;948;394
Tu22M;752;516;187;276;206;306
Tu22M;3790;1696;1422;819;1477;887
Tu22M;1271;898;791;291;928;448
Tu22M;3795;1702;1585;329;1648;419
Tu22M;3795;1702;640;1500;740;1557
Tu22M;3795;1699;481;390;539;465
Tu22M;1060;804;424;246;610;455
Tu22M;3795;1699;281;512;329;601
Tu22M;2280;1890;348;658;1893;1448
Tu22M;3796;1704;532;9;726;118
Tu22M;3795;1699;848;182;910;260
Tu22M;1024;596;350;177;660;474
Tu22M;3324;1867;504;781;678;1081
Tu22M;3324;1867;2545;898;2810;1115
Tu22M;1024;596;466;9;518;39
Tu22M;3795;1699;568;336;628;418
Tu22M;1280;854;207;241;1070;482
Tu22M;3795;1699;684;261;745;343
Tu22M;3795;1699;391;447;441;532
Tu22M;1280;853;847;421;1110;474
Tu22M;3793;1678;3493;7;3694;198
Tu22M;1280;853;58;390;366;452
Tu22M;1284;2778;958;2068;1219;2279
Tu22M;1284;2778;243;1161;482;1346
Tu22M;1284;2778;670;1800;906;1994
Tu22M;1284;2778;476;1507;697;1707
Tu22M;1284;2778;334;1272;563;1467
Tu22M;1500;1000;134;69;1500;930
Tu22M;1000;666;346;230;829;431
Tu22M;1200;804;34;200;1168;522
Tu22M;3795;1699;650;291;713;371
Tu22M;3795;1702;895;683;959;771
Tu22M;1271;898;644;477;825;578
Tu22M;1280;853;102;227;1249;601
Tu22M;1200;800;0;0;1200;706
Tu22M;720;380;152;68;533;246
Tu22M;3795;1699;933;127;992;208
Tu22M;3795;1699;763;225;824;305
Tu22M;550;390;20;0;413;128
Tu22M;1440;954;277;43;1149;596
Tu22M;3795;1699;890;153;949;232
Tu22M;768;454;21;82;768;278
Tu22M;1260;2088;302;1847;459;2039
Tu22M;1000;666;52;226;216;274
Tu22M;1000;666;42;144;1000;440
Tu22M;550;390;281;152;457;214
Tu22M;1260;2088;219;1627;410;1792
Tu22M;1200;800;0;85;1089;662
Tu22M;1260;2088;291;1261;456;1446
Tu22M;1260;2088;702;1259;889;1417
Tu22M;640;368;208;152;552;319
Tu22M;720;480;220;150;652;298
Tu22M;3795;1699;333;480;407;568
Tu22M;900;450;276;10;671;450
Tu22M;1920;1080;1289;631;1380;677
Tu22M;3324;1867;1134;1550;1259;1620
Tu22M;3324;1867;1679;760;1757;888
Tu22M;3729;1945;238;243;311;287
Tu22M;1200;660;293;62;429;136
Tu22M;720;1037;106;63;615;915
Tu22M;3324;1867;1074;123;1611;447
Tu22M;3324;1867;1741;1396;2266;1752
Tu22M;1280;853;0;0;1280;799
Tu22M;3729;1945;210;299;283;342
Tu22M;1200;660;842;347;973;407
Tu22M;3796;1696;2082;1057;2148;1124
Tu22M;3648;2432;1992;657;2137;696
Tu22M;3648;2432;2156;527;2313;573
Tu22M;3648;2432;1342;645;1478;681
Tu22M;3648;2432;1846;542;2000;585
Tu22M;3729;1945;188;355;259;397
Tu22M;3796;1696;2349;1325;2419;1392
Tu22M;3648;2432;1465;538;1607;581
Tu22M;3648;2432;1125;561;1266;604
Tu22M;3324;1867;1320;779;1399;908
Tu22M;3324;1867;1863;1009;1944;1145
Tu22M;3796;1696;2144;1131;2215;1195
Tu22M;1200;900;961;481;1154;583
Tu22M;3729;1945;307;74;381;115
Tu22M;1600;900;44;167;1568;632
Tu22M;1023;575;0;40;1023;536
Tu22M;630;420;358;110;564;161
Tu22M;424;424;52;51;418;308
Tu22M;1542;1350;427;562;640;794
Tu22M;3324;1867;2913;1095;3234;1366
Tu22M;1200;800;20;20;1178;767
Tu22M;3795;1696;2235;1024;2325;1126
Tu22M;3795;1696;2004;868;2088;980
Tu22M;3795;1696;795;657;882;771
Tu22M;794;795;314;207;782;296
Tu22M;709;433;446;82;698;141
Tu22M;1536;1024;59;237;1536;654
Tu22M;3729;1945;282;132;354;180
Tu22M;1200;900;1064;765;1200;838
Tu22M;1440;809;0;399;618;495
Tu22M;3795;1696;2379;1577;2502;1672
Tu22M;1200;900;371;387;564;489
Tu22M;3324;1867;511;701;615;823
Tu22M;3324;1867;478;829;569;948
Tu22M;1556;947;871;397;970;556
Tu22M;1200;900;0;474;123;577
Tu22M;3795;1696;1952;1273;2030;1384
Tu22M;3795;1696;589;466;667;582
Tu22M;3324;1867;2137;501;2407;820
Tu22M;1280;695;12;153;730;572
Tu22M;1440;809;34;246;1440;553
Tu22M;1915;1078;0;207;923;1078
Tu22M;3729;1945;259;189;333;231
Tu22M;1915;1078;0;174;350;361
Tu22M;1097;818;492;199;526;258
Tu22M;1200;801;0;104;1200;609
Tu22M;3324;1867;1501;967;1581;1099
Tu22M;3324;1867;2564;430;2786;867
Tu22M;3796;1696;2188;1169;2257;1241
Tu22M;758;1011;0;0;757;991
Tu22M;1200;675;53;374;128;418
Tu22M;3324;1867;890;462;982;576
Tu22M;3324;1867;831;586;918;704
Tu22M;1097;818;416;200;451;258
Tu22M;1200;675;540;391;625;448
Tu22M;1200;800;0;28;1200;525
Tu22M;2048;1366;617;596;1488;838
Tu22M;2718;2045;937;1503;1419;1622
Tu22M;1920;1080;981;0;1362;1080
Tu22M;3796;1705;1643;744;1745;817
Tu22M;1097;818;1046;212;1080;270
Tu22M;1097;818;899;98;956;133
Tu22M;2800;1850;659;920;2641;1318
Tu22M;2718;2045;751;1276;1266;1405
Tu22M;2718;2045;1499;1304;1999;1426
Tu22M;1200;800;409;209;1057;418
Tu22M;5184;3456;4200;2062;4279;2107
Tu22M;3324;1867;458;409;556;520
Tu22M;3324;1867;537;321;871;766
Tu22M;1200;800;64;294;407;361
Tu22M;5184;3456;1251;592;1362;656
Tu22M;856;1070;28;71;856;343
Tu22M;1920;1080;0;483;1342;1080
Tu22M;3324;1867;856;1338;993;1415
Tu22M;3796;1705;1017;384;1118;457
Tu22M;1200;800;0;265;80;345
Tu22M;640;727;188;0;640;309
Tu22M;2250;1440;348;170;1856;1012
Tu22M;3324;1867;2028;612;2107;740
Tu22M;1200;660;846;198;984;265
Tu22M;3324;1867;1164;1243;1510;1568
Tu22M;3324;1867;176;551;270;667
Tu22M;752;478;186;306;299;435
Tu22M;3796;1705;638;357;707;453
Tu22M;3324;1867;827;888;920;1010
Tu22M;1097;818;612;199;645;255
Tu22M;3324;1867;1919;303;2141;752
Tu22M;3790;1699;643;393;744;480
Tu22M;1542;1350;982;141;1193;375
Tu22M;752;478;508;64;619;191
Tu22M;1200;660;544;50;684;124
Tu95;1543;775;837;290;860;312
Tu95;680;451;0;48;680;334
Tu95;897;1830;218;982;855;1616
Tu95;783;485;99;379;289;425
Tu95;783;485;480;368;738;429
Tu95;2048;1160;0;695;2008;1160
Tu95;900;572;453;162;578;284
Tu95;1440;810;127;433;227;533
Tu95;1440;810;34;577;134;675
Tu95;2048;1536;824;631;1554;861
Tu95;2956;2159;0;358;2888;1884
Tu95;800;492;431;303;654;362
Tu95;1280;713;128;207;988;399
Tu95;780;650;414;385;761;450
Tu95;1180;730;426;458;667;544
Tu95;4096;2731;1933;914;3066;1206
Tu95;680;318;64;0;610;318
Tu95;1600;1063;518;362;947;581
Tu95;895;505;325;105;586;192
Tu95;1280;720;344;342;412;413
Tu95;1440;810;274;495;376;595
Tu95;1280;720;539;365;696;409
Tu95;1024;683;2;206;1019;479
Tu95;1280;849;0;37;1176;691
Tu95;707;433;295;74;381;165
Tu95;707;433;295;270;384;363
Tu95;1280;618;648;271;692;302
Tu95;418;540;0;2;416;538
Tu95;1280;618;155;162;198;194
Tu95;3772;1714;717;216;855;353
Tu95;3772;1714;772;49;906;181
Tu95;1183;774;0;23;1094;751
Tu95;1280;618;405;15;450;46
Tu95;1280;618;190;582;235;612
Tu95;3772;1714;623;592;748;713
Tu95;1280;920;153;234;1245;550
Tu95;3787;1692;1367;663;1459;756
Tu95;1919;1079;0;306;1919;973
Tu95;1000;626;175;187;563;292
Tu95;900;675;0;181;830;444
Tu95;1200;675;551;439;986;537
Tu95;692;900;54;482;655;635
Tu95;3324;1867;2672;129;3022;468
Tu95;1280;849;44;98;1280;849
Tu95;3324;1867;2548;1333;2898;1668
Tu95;3324;1867;2015;421;2389;776
Tu95;3324;1867;755;1368;1132;1727
Tu95;3324;1867;298;395;667;757
Tu95;1543;775;620;668;638;693
Tu95;3324;1867;1560;1366;1943;1730
Tu95;1525;924;246;243;1525;924
Tu95;1525;924;911;60;1302;174
Tu95;680;520;4;126;669;328
Tu95;2048;1158;0;618;1848;1158
Tu95;680;510;0;95;594;429
Tu95;750;500;69;56;750;238
Tu95;897;1830;131;50;782;713
Tu95;1280;849;64;106;1213;722
Tu95;1543;775;1136;665;1165;689
Tu95;1543;775;1506;729;1529;756
Tu95;1543;775;1206;319;1228;340
Tu95;1200;798;403;388;1200;750
Tu95;1200;798;0;14;217;124
Tu95;1000;667;0;328;170;385
Tu95;750;422;298;235;474;318
Tu95;3324;1867;1778;933;1874;1079
Tu95;3324;1867;1388;149;1763;501
Tu95;1880;1160;488;710;1008;927
Tu95;1880;1160;981;311;1553;562
Tu95;1543;775;312;671;341;694
Tu95;3324;1867;1334;1422;1644;1715
Tu95;911;683;0;241;911;544
Tu95;3324;1867;167;1103;335;1256
Tu95;1000;663;0;169;873;392
Tu95;900;598;42;161;879;385
Tu95;3795;1696;609;16;744;148
Tu95;3324;1867;1111;501;1261;650
Tu95;640;438;53;121;603;256
Tu95;2221;1717;1260;1509;1431;1685
Tu95;2221;1717;1100;1184;1279;1378
Tu95;2221;1717;614;978;797;1172
Tu95;2221;1717;602;575;786;771
Tu95;2221;1717;1080;337;1257;523
Tu95;900;625;0;57;900;538
Tu95;4000;3000;1883;1364;2481;1536
Tu95;2221;1717;513;43;686;218
Tu95;1080;1080;32;56;1038;1070
Tu95;1543;775;854;641;882;666
Tu95;1543;775;1223;665;1252;689
Tu95;3324;1867;1405;1099;1567;1252
Tu95;2048;1536;425;909;685;972
Tu95;3795;1696;1386;941;1516;1075
Tu95;1046;564;305;154;687;264
Tu95;1024;699;0;159;1024;490
Tu95;1200;800;10;265;1077;455
Tu95;1200;800;741;392;1163;457
Tu95;1000;667;243;48;973;371
Tu95;1000;667;32;158;609;635
Tu95;1536;1536;479;231;1460;725
Tu95;1543;775;996;666;1025;690
Tu95;1508;1367;957;725;1041;800
Tu95;1508;1367;458;728;542;802
Tu95;479;435;23;120;240;177
Tu95;3000;2014;0;0;3000;2014
Tu95;1280;853;468;124;565;219
Tu95;1280;853;571;218;665;312
Tu95;1280;853;620;79;716;174
Tu95;1000;750;527;460;923;573
Tu95;1543;775;430;644;458;667
Tu95;1600;1125;47;517;944;748
Tu95;1412;860;121;253;256;297
Tu95;1200;900;432;378;727;443
Tu95;1543;775;516;643;544;667
Tu95;1280;720;1023;369;1094;438
Tu95;4000;3000;1866;973;3782;1482
Tu95;800;450;278;116;486;324
Tu95;800;450;293;107;501;314
Tu95;680;409;189;153;673;279
Tu95;630;360;255;7;576;282
Tu95;630;360;0;47;223;351
Tu95;1280;698;603;295;681;360
Tu95;686;386;382;75;533;139
Tu95;1000;667;115;0;1000;601
Tu95;620;387;20;61;604;228
Tu95;774;614;206;288;413;506
Tu95;774;614;370;134;575;345
Tu95;1194;1358;0;670;1194;1149
Tu95;3712;2475;1301;1080;1912;1234
Tu95;3783;1699;3380;1141;3481;1226
Tu95;1200;720;610;193;768;357
Tu95;1024;683;15;89;1024;429
Tu95;1412;860;431;326;560;367
Tu95;1920;1080;0;458;1920;1080
Tu95;3324;1867;1530;804;1772;1064
Tu95;1440;1071;554;631;660;689
Tu95;960;649;17;123;909;507
Tu95;960;649;753;184;960;259
Tu95;1424;800;252;511;648;704
Tu95;1520;855;509;408;1106;551
Tu95;680;453;0;68;680;365
Tu95;1280;896;737;285;1235;437
Tu95;1280;896;130;563;608;694
Tu95;1280;896;28;207;541;356
Tu95;1280;719;928;382;1022;473
Tu95;1280;719;506;283;598;380
Tu95;1280;719;268;282;326;376
Tu95;3787;1692;1502;622;1597;714
Tu95;1500;1000;231;445;838;718
Tu95;1500;1000;822;297;1447;584
Tu95;1408;1056;338;138;1281;791
Tu95;2048;1484;756;764;1233;896
Tu95;680;465;0;44;680;353
Tu95;680;467;0;404;680;467
Tu95;680;467;490;278;680;386
Tu95;680;467;4;136;680;347
Tu95;3324;1867;1066;645;1516;1071
Tu95;1500;1000;65;340;1500;731
Tu95;3324;1867;303;316;720;663
Tu95;3324;1867;751;1275;1109;1606
Tu95;3324;1867;1496;1310;1895;1655
Tu95;3324;1867;2465;1313;2806;1656
Tu95;3324;1867;2007;430;2364;768
Tu95;1000;541;347;53;744;238
Tu95;1000;541;192;308;571;484
Tu95;3324;1867;2610;177;2983;506
Tu95;1280;719;175;287;268;379
Tu95;736;1100;255;787;614;862
Tu95;1024;615;329;202;443;241
Tu95;1280;849;0;52;1280;666
Tu95;1000;750;192;204;707;339
Tu95;3128;2582;2145;628;2198;682
Tu95;1280;920;315;233;1171;579
Tu95;800;345;7;73;789;261
Tu95;5182;3455;91;1233;2546;1854
Tu95;1318;877;29;421;290;652
Tu95;945;785;15;370;708;758
Tu95;1318;877;1061;128;1316;385
Tu95;1024;734;427;367;950;505
Tu95;1200;800;894;462;1200;560
Tu95;1280;698;339;294;413;360
Tu95;1200;800;0;248;1200;588
Tu95;1280;698;947;359;1024;423
Tu95;1318;877;738;238;981;481
Tu95;1280;698;412;294;460;359
Tu95;1920;1080;413;591;618;694
Tu95;2550;1700;1327;1092;2361;1343
Tu95;1920;1080;465;856;746;1080
Tu95;3128;2582;1737;1059;1793;1112
Tu95;3787;1692;1452;743;1540;832
Tu95;1280;625;105;309;152;342
Tu95;1280;625;261;216;309;248
Tu95;3128;2582;1790;1290;1843;1343
Tu95;1280;625;456;103;502;134
Tu95;3787;1692;1549;286;1641;378
Tu95;1280;628;398;486;439;517
Tu95;1920;1080;0;306;1920;1080
Tu95;1280;628;116;518;171;557
Tu95;1280;720;607;58;1176;550
Tu95;1000;750;68;238;1000;477
Tu95;3787;1692;1645;86;1736;177
Tu95;1200;466;76;99;1177;353
Tu95;717;900;0;0;717;895
Tu95;1082;1000;299;82;653;348
Tu95;1512;953;701;129;1482;309
Tu95;1412;860;455;207;589;249
Tu95;2550;1700;1342;282;2481;569
Tu95;720;520;19;4;716;520
Tu95;848;656;109;4;553;585
Tu95;1920;1080;1565;543;1804;774
Tu95;1920;1080;1281;301;1520;534
Tu95;1920;1080;440;306;680;540
Tu95;1414;2000;485;1016;941;1129
Tu95;1199;803;24;163;1176;558
Tu95;3796;1944;3588;1520;3736;1671
Tu95;1280;720;513;301;557;369
Tu95;913;569;474;139;913;529
Tu95;1600;901;888;380;1188;461
Tu95;2494;1567;1609;571;1780;747
Tu95;2494;1567;1796;940;1966;1115
Tu95;2494;1567;2004;1294;2172;1462
Tu95;2494;1567;1486;1340;1671;1529
Tu95;913;569;0;0;514;398
Tu95;680;453;0;3;680;248
Tu95;2048;1172;55;382;1830;1172
Tu95;506;900;16;16;409;439
Tu95;1975;2625;151;1981;1280;2473
Tu95;3324;1867;1839;1402;1944;1518
Tu95;709;433;5;104;297;187
